RefId,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost,IsBadBuy
4988,1/22/2010 0:02,OTHER,2008,2,DODGE,CALIBER,SE,4D WAGON,SILVER,AUTO,2,Covers,50470,AMERICAN,MEDIUM,CHRYSLER,7533,8287,10574,11443,7832,8282,11135,11586,,,99761,74135,,7200,0,754,0
4989,1/22/2010 0:02,OTHER,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,BLACK,AUTO,2,Covers,52800,AMERICAN,MEDIUM,CHRYSLER,8417,9313,12027,12632,8676,9530,12186,13031,,,99761,74135,,8400,0,920,0
4990,1/22/2010 0:02,OTHER,2008,2,DODGE,CALIBER,SE,4D WAGON,RED,AUTO,2,Covers,51215,AMERICAN,MEDIUM,CHRYSLER,7533,8287,10574,11443,8070,8609,11076,11685,,,99761,74135,,7200,0,754,0
4991,1/22/2010 0:02,OTHER,2008,2,CHRYSLER,SEBRING 4C,LX,4D SEDAN LX,SILVER,AUTO,2,Covers,53126,AMERICAN,MEDIUM,CHRYSLER,8476,9108,11614,13591,8280,8977,12062,12542,,,99761,74135,,8400,0,920,0
4992,1/22/2010 0:02,OTHER,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,BLUE,AUTO,,,57548,AMERICAN,MEDIUM,CHRYSLER,8417,9313,12027,12632,9020,9897,12565,13339,,,99761,74135,,8400,0,920,1
4993,1/22/2010 0:02,OTHER,2008,2,DODGE,CALIBER,SE,4D WAGON,BLACK,AUTO,2,Covers,50378,AMERICAN,MEDIUM,CHRYSLER,7533,8287,10574,11443,7777,8231,11363,11738,,,99761,74135,,7200,0,754,0
4994,1/22/2010 0:02,OTHER,2008,2,CHRYSLER,SEBRING 4C,LX,4D SEDAN LX,GOLD,AUTO,2,Covers,52722,AMERICAN,MEDIUM,CHRYSLER,8476,9108,11614,13591,8716,9320,11923,12626,,,99761,74135,,8400,0,920,0
4995,1/8/2010 0:11,,2006,4,SATURN,ION,2,4D SEDAN LEVEL 2,GREY,MANUAL,2,Covers,52674,AMERICAN,MEDIUM,GM,4661,5868,7843,9101,5267,6757,8317,9892,NO,GREEN,10315,37122,,5600,1,671,0
4996,1/17/2009 0:06,,2003,6,NISSAN,ALTIMA 2.5L I-4 EFI,S,4D SEDAN S,SILVER,AUTO,1,Alloy,69428,TOP LINE ASIAN,MEDIUM,OTHER,4611,5807,5480,6772,4559,5586,5424,6533,,,19619,8505,,7410,0,930,1
4997,1/17/2009 0:06,,2001,8,FORD,WINDSTAR FWD V6 3.8L,LX,PASSENGER 3.8L LX,BLUE,AUTO,2,Covers,78825,AMERICAN,VAN,FORD,1829,2562,2475,3267,1829,2562,2475,3267,,,19619,8505,,2885,0,2157,0
4998,1/17/2009 0:06,,2004,5,NISSAN,MAXIMA 3.5L V6 MPI,SE,4D SEDAN SE,WHITE,AUTO,1,Alloy,75365,TOP LINE ASIAN,LARGE,OTHER,8208,10163,9365,11476,8208,10163,9365,11476,,,19619,8505,,9275,0,1155,1
4999,1/16/2009 0:07,,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,BLUE,AUTO,2,Covers,71138,AMERICAN,MEDIUM,CHRYSLER,5472,6413,6410,7426,5638,6512,6589,7533,,,18111,8505,,5000,0,1389,1
5000,1/16/2009 0:07,,2003,6,OLDSMOBILE,ALERO 4C 2.2L I4 MPI,GL,4D SEDAN GL2,WHITE,AUTO,2,Covers,60983,AMERICAN,MEDIUM,GM,2805,4170,3529,5004,3034,4413,3777,5266,,,19619,8505,,4300,0,1613,0
5001,1/16/2009 0:07,,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,GREY,AUTO,2,Covers,52626,AMERICAN,MEDIUM,GM,6408,7588,7421,8695,5457,6671,6394,7705,,,18111,8505,,7500,0,837,0
5002,1/16/2009 0:07,,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,GREY,AUTO,2,Covers,78500,AMERICAN,MEDIUM,CHRYSLER,5472,6413,6410,7426,5638,6512,6589,7533,,,19619,8505,,4200,0,1389,0
5003,1/16/2009 0:07,,2005,4,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,RED,AUTO,2,Covers,50505,AMERICAN,MEDIUM,GM,4270,5765,5112,6726,4706,6264,5582,7265,,,19619,8505,,5000,0,920,0
5004,1/29/2009 0:07,,2005,4,CHEVROLET,MALIBU 4C 2.2L I4 MP,Bas,4D SEDAN,SILVER,AUTO,2,Covers,57274,AMERICAN,MEDIUM,GM,4883,6288,5774,7291,4947,6447,5843,7463,,,20740,8505,,5785,0,837,0
5005,1/29/2009 0:07,,2004,5,FORD,FREESTAR FWD V6 3.9L,S,PASSENGER 3.9L,GREY,AUTO,2,Covers,65780,AMERICAN,VAN,FORD,3751,5059,4551,5964,3260,4365,4021,5214,,,20740,8505,,5640,0,1313,1
5006,1/29/2009 0:07,,2007,2,FORD,FIVE HUNDRED 3.0L V6,SEL,4D SEDAN SEL,BLUE,AUTO,1,Alloy,77791,AMERICAN,LARGE,FORD,9210,11974,10447,13432,9799,12700,11083,14216,,,20740,8505,,7560,0,1506,0
5007,1/5/2009 0:08,,2005,4,CHEVROLET,COBALT 2.2L I4 MPI,Bas,4D SEDAN,BLUE,AUTO,2,Covers,65844,AMERICAN,COMPACT,GM,4862,5976,5751,6954,4955,6271,5851,7273,,,16044,8505,,5385,0,728,0
5008,1/12/2009 0:08,,2006,3,FORD,FUSION 4C 2.3L I4 EF,SE,4D SEDAN SE,RED,AUTO,1,Alloy,67078,AMERICAN,MEDIUM,FORD,9484,10945,10743,12321,9759,11704,11040,13140,,,19619,8505,,6840,0,728,0
5009,1/9/2009 0:12,,2007,2,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L,BLUE,AUTO,2,Covers,50291,AMERICAN,VAN,CHRYSLER,7190,8075,11191,12147,7778,9368,11903,13493,,,20740,8505,,7705,0,1251,0
5010,1/6/2010 0:01,,2004,6,KIA,SORENTO 4WD,EX,4D SPORT UTILITY EX,GREEN,AUTO,1,Alloy,58565,OTHER ASIAN,MEDIUM SUV,OTHER,5939,7275,9745,10843,5858,6833,9471,10551,,,20740,8505,,6940,0,1417,1
5011,1/20/2010 0:01,,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,BLACK,AUTO,2,Covers,75494,AMERICAN,MEDIUM,CHRYSLER,6905,8105,10500,11708,7449,8859,10734,12300,,,21973,8505,,7115,0,1155,0
5012,1/27/2010 0:01,,2007,3,CHRYSLER,SEBRING V6,Bas,4D SEDAN,GREY,AUTO,2,Covers,62278,AMERICAN,MEDIUM,CHRYSLER,6589,7306,9494,10375,7706,8659,11068,11966,,,20740,8505,,6415,0,1118,1
5013,1/27/2010 0:01,,2006,4,JEEP,LIBERTY 4WD V6,Spo,4D SUV,SILVER,AUTO,2,Covers,84309,AMERICAN,SMALL SUV,CHRYSLER,10496,12394,14078,15139,10540,12231,14977,17380,,,20740,8505,,7305,0,983,0
5014,1/19/2010 0:05,,2007,3,FORD,FUSION 4C,SE,4D SEDAN SE,BLACK,AUTO,1,Alloy,78478,AMERICAN,MEDIUM,FORD,10408,11823,13525,14591,10528,12118,15795,18181,,,52117,8505,,8505,0,803,0
5015,1/24/2010 0:05,,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,BLACK,AUTO,2,Covers,76864,AMERICAN,MEDIUM,CHRYSLER,7500,8712,10996,12142,7481,8583,11320,12290,,,1141,8505,,7100,1,1155,0
5016,1/17/2010 0:06,,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,BEIGE,AUTO,2,Covers,61909,AMERICAN,LARGE,GM,7909,8952,11386,12505,8029,9129,11405,12879,,,99750,8505,,7900,0,1703,0
5017,1/22/2010 0:07,,2006,4,DODGE,CARAVAN GRAND FWD V6,Bas,MINIVAN 3.3L,SILVER,AUTO,2,Covers,67217,AMERICAN,VAN,CHRYSLER,6278,7673,10622,12278,6063,7615,10604,12095,,,99750,8505,,7600,0,1411,0
5018,1/22/2010 0:07,,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,GREY,AUTO,2,Covers,82521,AMERICAN,LARGE,GM,8040,9111,11568,12911,7625,8799,11039,12413,,,99750,8505,,7000,0,2152,0
5019,1/8/2010 0:12,,2008,2,CHEVROLET,EQUINOX AWD V6,LS,4D SUV LS,GOLD,AUTO,1,Alloy,83547,AMERICAN,MEDIUM SUV,GM,11645,13796,16213,18196,10381,12109,14330,16011,,,20740,8505,,8535,0,1503,0
5020,1/22/2010 0:12,,2005,5,DODGE,STRATUS V6,SXT,4D SEDAN,BLUE,AUTO,2,Covers,78435,AMERICAN,MEDIUM,CHRYSLER,2435,3549,6309,7223,3737,5040,6921,8095,,,52646,8505,,4380,0,1389,1
5021,1/22/2010 0:12,,2006,4,FORD,FUSION 4C,S,4D SEDAN S,BLACK,AUTO,2,Covers,54936,AMERICAN,MEDIUM,FORD,5560,6848,8917,10388,6002,7518,9747,11014,,,52646,8505,,7335,0,671,0
5022,1/17/2010 0:08,OTHER,2008,2,SUZUKI,FORENZA,,4D SEDAN,BLUE,AUTO,2,Covers,38713,OTHER ASIAN,MEDIUM,OTHER,6376,7381,9678,11203,6448,7315,9910,11243,,,99761,92101,,6400,0,462,0
5023,1/18/2010 0:08,OTHER,2008,2,SUZUKI,FORENZA,,4D SEDAN,GOLD,AUTO,2,Covers,36440,OTHER ASIAN,MEDIUM,OTHER,6292,7301,9550,11082,6448,7315,9910,11243,,,99761,92101,,6400,0,462,0
5024,1/18/2010 0:08,OTHER,2008,2,SUZUKI,FORENZA,,4D SEDAN,RED,AUTO,2,Covers,31363,OTHER ASIAN,MEDIUM,OTHER,6292,7301,9550,11082,6219,6919,9358,10411,,,99761,92101,,6400,0,462,0
5025,1/30/2010 0:08,OTHER,2008,2,SUZUKI,FORENZA,,4D SEDAN,GOLD,AUTO,2,Covers,35148,OTHER ASIAN,MEDIUM,OTHER,6285,7311,9754,10615,5700,6702,9249,10140,,,99761,92101,,6400,0,462,0
5026,1/30/2010 0:08,OTHER,2008,2,SUZUKI,FORENZA,,4D SEDAN,BLACK,AUTO,2,Covers,41289,OTHER ASIAN,MEDIUM,OTHER,6285,7311,9754,10615,6448,7315,9910,11243,,,99761,92101,,6400,0,482,0
5027,1/25/2010 0:06,OTHER,2002,8,DODGE,CARAVAN FWD V6,SE,MINIVAN 3.3L FFV SE,BLUE,AUTO,2,Covers,19070,AMERICAN,VAN,CHRYSLER,3919,5867,6134,7433,3828,5339,6614,7872,,,99750,90650,,6700,0,1301,0
5028,1/16/2010 0:07,OTHER,2006,4,CHEVROLET,IMPALA,LS,4D SEDAN LS,GREY,AUTO,2,Covers,26811,AMERICAN,LARGE,GM,6629,7914,10408,11672,6531,7989,9984,11797,,,99750,90650,,8200,0,1181,0
5029,1/16/2010 0:07,OTHER,2006,4,CHEVROLET,MALIBU 4C,LT,4D SEDAN LT,SILVER,AUTO,2,Covers,67742,AMERICAN,MEDIUM,GM,6993,8106,10175,11351,6838,8217,10418,12426,,,99750,90650,,7100,0,923,0
5030,1/16/2010 0:07,OTHER,2006,4,CHEVROLET,MALIBU 4C,LT,4D SEDAN LT,BLUE,AUTO,2,Covers,78344,AMERICAN,MEDIUM,GM,6993,8106,10175,11351,6662,8106,10196,11540,,,99761,90650,,7000,0,1038,0
5031,1/16/2010 0:07,OTHER,2006,4,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER EXT 3.5L,GREY,AUTO,2,Covers,70946,AMERICAN,VAN,GM,6239,8190,9982,12383,6180,7897,10489,11978,,,99761,90650,,7000,0,2091,0
5032,1/16/2010 0:07,OTHER,2007,3,CHEVROLET,MALIBU V6,LS,4D SEDAN,WHITE,AUTO,2,Covers,50560,AMERICAN,MEDIUM,GM,7300,8370,10551,11814,6597,7616,10494,11392,,,99750,90650,,7300,0,1003,0
5033,1/16/2010 0:07,OTHER,2006,4,CHEVROLET,IMPALA,LS,4D SEDAN LS,GREY,AUTO,2,Covers,38604,AMERICAN,LARGE,GM,6629,7914,10408,11672,6372,7813,9763,11417,,,99761,90650,,8000,0,1181,0
5034,1/16/2010 0:07,OTHER,2007,3,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER EXT 3.9L LS,BLUE,AUTO,2,Covers,79502,AMERICAN,VAN,GM,7462,8441,11507,12725,7135,8032,11488,12360,,,99750,90650,,6800,0,2091,0
5035,1/24/2010 0:08,OTHER,2003,7,CHEVROLET,VENTURE FWD V6,LS,PASSENGER 3.4L,BLUE,AUTO,2,Covers,92643,AMERICAN,VAN,GM,5123,6121,8671,9624,3614,5142,7105,8574,,,99750,90650,,4100,0,5913,0
5036,1/27/2010 0:08,OTHER,2005,5,CHEVROLET,MALIBU 4C,Cla,4D SEDAN CLASSIC,GREY,AUTO,2,Covers,39561,AMERICAN,MEDIUM,GM,4565,6325,7962,10535,3906,5540,7165,8827,,,99750,90650,,6000,0,762,0
5037,1/16/2009 0:09,OTHER,2006,3,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,RED,AUTO,2,Covers,44549,AMERICAN,MEDIUM,CHRYSLER,5578,6632,6524,7663,5564,6594,6509,7622,,,8655,73108,,5360,0,975,0
5038,1/21/2009 0:10,OTHER,2007,2,KIA,SPECTRA 2.0L I4 EFI,EX,4D SEDAN EX,WHITE,AUTO,2,Covers,58110,OTHER ASIAN,MEDIUM,OTHER,4824,6326,5710,7332,4524,5387,7920,8864,,,22808,73108,,6225,0,505,0
5039,1/28/2009 0:10,OTHER,2004,5,DODGE,STRATUS 4C 2.4L I4 M,SE,4D SEDAN,BLACK,AUTO,2,Covers,90701,AMERICAN,MEDIUM,CHRYSLER,2381,3364,3071,4133,2436,3405,5397,6696,,,22808,73108,,3900,0,1341,0
5040,1/28/2009 0:10,OTHER,2008,1,CHEVROLET,IMPALA V6 3.5L V6 SF,LT,4D SEDAN LT 3.5L FFV,WHITE,AUTO,2,Covers,78637,AMERICAN,LARGE,GM,9113,10434,10342,11769,8977,10417,12589,14246,,,22808,73108,,8195,0,1974,0
5041,1/4/2009 0:11,OTHER,2006,3,CHEVROLET,COBALT,LT,4D SEDAN LT,WHITE,AUTO,1,Alloy,77223,AMERICAN,COMPACT,GM,5378,6731,6308,7769,5988,7066,9405,10854,,,17212,73108,,6135,0,803,0
5042,1/4/2009 0:11,OTHER,2008,1,DODGE,CALIBER,SE,4D WAGON,BLACK,AUTO,2,Covers,51044,AMERICAN,MEDIUM,CHRYSLER,6935,7474,7990,8572,8033,8513,11913,12272,,,17212,73108,,7185,0,754,0
5043,1/5/2010 0:05,OTHER,2006,4,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L,WHITE,AUTO,1,Alloy,87566,AMERICAN,MEDIUM SUV,GM,10072,12522,14338,16562,10657,12595,15055,17793,,,22808,73108,,8710,0,2152,1
5044,1/5/2010 0:05,OTHER,2005,5,FORD,TAURUS,SEL,4D SEDAN SEL DURATEC,SILVER,AUTO,1,Alloy,61048,AMERICAN,MEDIUM,FORD,4938,6354,8656,10395,4960,6770,7992,9473,,,22808,73108,,5070,0,825,0
5045,1/12/2010 0:05,OTHER,2008,2,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER EXT 3.5L LS,BROWN,AUTO,2,Covers,79144,AMERICAN,VAN,GM,9098,11089,13059,15019,9730,12067,14049,16225,,,17212,73108,,7300,0,2091,0
5046,1/19/2010 0:05,OTHER,2005,5,FORD,MUSTANG V6,Bas,2D COUPE,MAROON,AUTO,1,Alloy,75561,AMERICAN,SPORTS,FORD,8089,9466,11783,13595,8467,9858,11864,13304,,,20833,73108,,9070,0,803,0
5047,1/2/2010 0:06,OTHER,2006,4,CHEVROLET,MALIBU MAXX V6,LT,4D SEDAN LT,GOLD,AUTO,2,Covers,80525,AMERICAN,MEDIUM,GM,6128,7544,9767,11058,5473,6862,9166,10593,,,22808,73108,,6290,0,1373,0
5048,1/11/2010 0:06,OTHER,2007,3,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,GOLD,AUTO,2,Covers,80378,AMERICAN,MEDIUM,GM,7465,8709,11185,12671,7171,8398,10920,11930,,,99750,73108,,6100,0,1113,0
5049,1/9/2010 0:07,OTHER,2006,4,CHEVROLET,MALIBU 4C,LT,4D SEDAN LT,SILVER,AUTO,2,Covers,62312,AMERICAN,MEDIUM,GM,7162,8268,10348,11125,7046,8350,10132,11876,,,99750,73108,,7000,0,923,0
5050,1/9/2010 0:07,OTHER,2006,4,DODGE,STRATUS V6,SXT,4D SEDAN SXT FFV,BLUE,AUTO,2,Covers,64349,AMERICAN,MEDIUM,CHRYSLER,6257,7048,9393,9976,5563,6722,9190,11105,,,99750,73108,,6500,0,1215,0
5051,1/9/2010 0:07,OTHER,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,WHITE,AUTO,1,Alloy,66517,AMERICAN,LARGE,GM,7992,8982,11408,12653,7678,8922,11353,12719,,,99750,73108,,7900,0,1703,0
5052,1/9/2010 0:07,OTHER,2005,5,CHEVROLET,UPLANDER FWD V6,Bas,PASSENGER EXT 3.5L,SILVER,AUTO,2,Covers,71767,AMERICAN,VAN,GM,5436,6930,8886,10594,4980,6605,7774,10438,,,99750,73108,,8000,0,2091,0
5053,1/14/2010 0:07,OTHER,2008,2,FORD,TAURUS X FWD V6,SEL,4D CROSSOVER SEL,BLUE,AUTO,1,Alloy,89687,AMERICAN,CROSSOVER,FORD,10624,13657,15259,19615,11213,14778,15115,18297,,,20833,73108,,8910,0,1633,0
5054,1/8/2010 0:12,OTHER,2003,7,NISSAN,XTERRA 2WD V6,SE,4D SPORT UTILITY SE,BLUE,AUTO,1,Alloy,71090,TOP LINE ASIAN,MEDIUM SUV,OTHER,5448,6502,8335,9475,5912,7353,8934,9954,NO,GREEN,22808,73108,,7300,0,869,0
5055,1/8/2010 0:12,OTHER,2003,7,FORD,WINDSTAR FWD V6,LX,PASSENGER 3.8L LX,SILVER,AUTO,2,Covers,110119,AMERICAN,VAN,FORD,2818,4001,5850,6924,2730,3963,5739,7221,NO,GREEN,22808,73108,,3460,0,2937,0
5056,1/8/2010 0:12,OTHER,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,BLACK,AUTO,,,69768,AMERICAN,LARGE,GM,7790,8687,11791,12736,7790,8687,11791,12736,,,22808,73108,,8410,0,1703,1
5057,1/15/2010 0:12,OTHER,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,WHITE,AUTO,2,Covers,74098,AMERICAN,LARGE,GM,7660,8578,11461,12467,7829,9012,11539,12821,,,22808,73108,,7800,0,1974,0
5058,1/7/2009 0:01,,2007,2,CHEVROLET,MALIBU V6 3.5L V6 MF,LS,4D SEDAN LS,MAROON,AUTO,2,Covers,72847,AMERICAN,MEDIUM,GM,6221,7096,7219,8164,6452,7437,7468,8532,,,8655,73129,,6370,0,1272,0
5059,1/13/2009 0:01,,2006,3,FORD,FREESTYLE FWD V6 3.0,SE,4D CUV 3.0L SE,BLACK,AUTO,1,Alloy,88151,AMERICAN,CROSSOVER,FORD,6545,7955,7569,9091,7733,9267,8852,10508,,,8655,73129,,6970,0,1633,0
5060,1/31/2009 0:03,,2002,7,CHEVROLET,CAVALIER 4C 2.2L I4,Bas,2D COUPE,RED,AUTO,2,Covers,77384,AMERICAN,COMPACT,GM,2241,3147,2920,3899,2409,3239,3102,3998,,,17212,73129,,3290,0,1455,1
5061,1/7/2009 0:07,,2003,6,BUICK,CENTURY V6 3.1L V6 S,Cus,4D SEDAN CUSTOM,WHITE,AUTO,2,Covers,82939,AMERICAN,MEDIUM,GM,2981,4113,3719,4942,3001,4214,6359,8929,,,8655,73129,,3545,0,2452,1
5062,1/11/2009 0:08,,2007,2,DODGE,CHARGER V6 2.7L V6 M,Bas,4D SEDAN 2.7L,WHITE,AUTO,2,Covers,60478,AMERICAN,SPECIALTY,CHRYSLER,9780,11272,11062,12674,10107,11636,11416,13067,,,8655,73129,,9890,0,1215,0
5063,1/15/2009 0:09,,2003,6,BUICK,REGAL 3.8L V6 MFI,LS,4D SEDAN LS,GREEN,AUTO,2,Covers,74457,AMERICAN,MEDIUM,GM,3388,4684,4159,5559,3188,4396,3943,5248,,,8655,73129,,4760,0,2274,0
5064,1/28/2009 0:05,,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,SILVER,AUTO,2,Covers,68716,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5206,6081,8707,9504,,,99750,68138,,5900,0,1215,0
5065,1/24/2009 0:03,OTHER,2006,3,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,SILVER,AUTO,2,Covers,76533,AMERICAN,MEDIUM,CHRYSLER,5948,7034,6924,8097,5829,6824,6795,7870,,,23359,85204,,5510,0,1389,0
5066,1/22/2009 0:05,OTHER,2004,5,DODGE,DURANGO 2WD V8 4.7L,SLT,4D SUV 4.7L SLT,WHITE,AUTO,1,Alloy,57143,AMERICAN,MEDIUM SUV,CHRYSLER,6872,8168,7922,9321,7489,8986,8588,10205,,,17212,85204,,9430,0,1086,0
5067,1/20/2009 0:07,OTHER,2003,6,DODGE,INTREPID 2.7L V6 SFI,SE,4D SEDAN SE,SILVER,AUTO,1,Alloy,91811,AMERICAN,LARGE,CHRYSLER,1584,2257,2211,2938,1637,2336,2268,3023,,,23359,85204,,2910,0,2362,1
5068,1/31/2009 0:08,OTHER,2005,4,HONDA,ACCORD 4C 2.4L I4 MP,LX,4D SEDAN LX AUTO,BLACK,AUTO,2,Covers,56326,TOP LINE ASIAN,MEDIUM,OTHER,8214,9445,9371,10701,8595,10048,9783,11352,,,99740,85204,,10130,0,505,0
5069,1/15/2009 0:09,OTHER,2007,2,CHEVROLET,MALIBU V6 3.5L V6 SF,LT,4D SEDAN LT,WHITE,AUTO,2,Covers,66964,AMERICAN,MEDIUM,GM,7283,8428,8366,9602,7028,8264,8090,9425,,,99740,85204,,7110,0,1118,0
5070,1/9/2010 0:03,,2003,7,SATURN,VUE 2WD 4C,,4D CUV 2.2L,WHITE,MANUAL,1,Alloy,54109,AMERICAN,MEDIUM SUV,GM,3794,4730,6743,7506,3875,4827,6726,8213,,,1051,97217,,5585,1,1551,0
5071,1/16/2010 0:03,,2004,6,CHEVROLET,TAHOE 2WD,LS,4D SUV 5.3L LS,BLACK,AUTO,1,Alloy,89975,AMERICAN,LARGE SUV,GM,10000,11890,14478,16503,11348,12708,15109,16629,,,1055,97217,,9195,1,1763,0
5072,1/30/2010 0:03,,2007,3,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L,RED,AUTO,,,84788,AMERICAN,LARGE,GM,9091,10566,12940,14307,8677,10175,11853,13498,,,1051,97217,,7395,1,2152,0
5073,1/25/2010 0:05,,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,BLUE,AUTO,2,Covers,75309,AMERICAN,MEDIUM,CHRYSLER,8143,9203,11384,12387,7875,8984,12096,12902,,,20234,97217,,7165,0,1155,0
5074,1/6/2010 0:07,,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,BROWN,AUTO,2,Covers,67224,AMERICAN,LARGE,GM,7786,8653,11640,12594,7865,8721,11862,12808,,,20234,97217,,8075,0,1703,0
5075,1/3/2010 0:08,,2006,4,HYUNDAI,SONATA V6,GLS,4D SEDAN GLS,BLUE,AUTO,1,Alloy,61240,OTHER ASIAN,MEDIUM,OTHER,6099,7532,9683,11166,6554,7937,9788,11295,,,20234,97217,,8780,0,728,0
5076,1/24/2010 0:08,,2005,5,FORD,FOCUS,ZX5,4D HATCHBACK ZX5 S,GREY,AUTO,2,Covers,71962,AMERICAN,COMPACT,FORD,4040,5280,7390,8515,4632,5181,8111,8599,,,20234,97217,,5435,0,1155,0
5077,1/24/2010 0:08,,2005,5,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,GREY,AUTO,1,Alloy,91717,AMERICAN,MEDIUM,GM,4950,6369,8038,9439,4522,5923,7633,9049,,,20234,97217,,4730,0,1485,0
5078,1/24/2010 0:08,,2007,3,CHEVROLET,AVEO,LS,4D SEDAN LS,GREY,AUTO,2,Covers,70759,AMERICAN,COMPACT,GM,4663,5665,8231,9638,4719,5762,7767,9012,,,20234,97217,,5735,0,803,1
5079,1/7/2010 0:09,,2005,5,KIA,AMANTI,,4D SEDAN,BLACK,AUTO,1,Alloy,67404,OTHER ASIAN,LARGE,OTHER,5451,6848,9021,10515,4692,6079,8808,9953,,,20234,97217,,7845,0,1118,0
5080,1/7/2010 0:09,,2002,8,FORD,MUSTANG V6,Bas,2D CONVERTIBLE,BLACK,AUTO,1,Alloy,68633,AMERICAN,SPORTS,FORD,4758,5690,7614,8631,4388,5494,7549,9294,,,20234,97217,,6135,0,1028,0
5081,1/21/2010 0:09,,2009,1,DODGE,AVENGER 4C,SE,4D SEDAN SE,RED,AUTO,2,Covers,49227,AMERICAN,MEDIUM,CHRYSLER,9326,9892,13058,13702,9113,9458,13276,13573,,,20234,97217,,8445,0,834,0
5082,1/21/2010 0:09,,2009,1,DODGE,AVENGER 4C,SE,4D SEDAN SE,GREY,AUTO,2,Covers,46189,AMERICAN,MEDIUM,CHRYSLER,9326,9892,13058,13702,9113,9458,13276,13573,,,20234,97217,,8445,0,834,0
5083,1/12/2010 0:03,OTHER,2008,2,DODGE,CALIBER,SE,4D WAGON,ORANGE,AUTO,2,Covers,50057,AMERICAN,MEDIUM,CHRYSLER,8054,8628,11156,11754,7495,8140,11072,11706,,,99761,74135,,7200,0,754,0
5084,1/12/2010 0:03,OTHER,2008,2,DODGE,CALIBER,SE,4D WAGON,BLUE,AUTO,2,Covers,46816,AMERICAN,MEDIUM,CHRYSLER,8054,8628,11156,11754,7526,8371,11495,12242,,,99761,74135,,7450,0,693,0
5085,1/18/2010 0:03,OTHER,2008,2,DODGE,CALIBER,SE,4D WAGON,BEIGE,AUTO,2,Covers,45219,AMERICAN,MEDIUM,CHRYSLER,8067,8580,11073,11652,7495,8140,11072,11706,,,99761,74135,,7500,0,693,0
5086,1/22/2010 0:03,OTHER,2008,2,DODGE,CALIBER,SE,4D WAGON,BLUE,AUTO,2,Covers,48722,AMERICAN,MEDIUM,CHRYSLER,7991,8469,11882,12239,7600,8169,11067,11732,,,99761,74135,,7500,0,693,0
5087,1/23/2010 0:03,OTHER,2008,2,DODGE,CALIBER,SE,4D WAGON,BLUE,AUTO,1,Alloy,50780,AMERICAN,MEDIUM,CHRYSLER,7991,8469,11882,12239,7720,8582,11444,12252,,,99761,74135,,7500,0,754,0
5088,1/23/2010 0:03,OTHER,2008,2,DODGE,CALIBER,SE,4D WAGON,SILVER,AUTO,,,51721,AMERICAN,MEDIUM,CHRYSLER,7991,8469,11882,12239,7559,8168,11270,11713,,,99761,74135,,7500,0,754,1
5089,1/23/2010 0:03,OTHER,2008,2,DODGE,CALIBER,SE,4D WAGON,SILVER,AUTO,2,Covers,48911,AMERICAN,MEDIUM,CHRYSLER,0,0,0,0,7495,8140,11072,11706,,,99761,74135,,7500,0,693,0
